# Adobe-Japan1 IVSes
3402 E0100; Adobe-Japan1; CID+2122
5F22 E0100; Adobe-Japan1; CID+5163
5F23 E0100; Adobe-Japan1; CID+5164
5F24 E0100; Adobe-Japan1; CID+5165
5F25 E0100; Adobe-Japan1; CID+5166
5F26 E0100; Adobe-Japan1; CID+5167
5F27 E0100; Adobe-Japan1; CID+5168
5F28 E0100; Adobe-Japan1; CID+5169
5F29 E0100; Adobe-Japan1; CID+5170
5F2B E0100; Adobe-Japan1; CID+5171
5F2C E0100; Adobe-Japan1; CID+5172
5F2D E0100; Adobe-Japan1; CID+5173
5F2D E0101; Adobe-Japan1; CID+16482
5F2E E0100; Adobe-Japan1; CID+5174
5F2F E0100; Adobe-Japan1; CID+5175
5F30 E0100; Adobe-Japan1; CID+5176
5F31 E0100; Adobe-Japan1; CID+5177
5F31 E0101; Adobe-Japan1; CID+16483
5F34 E0100; Adobe-Japan1; CID+5178
5F35 E0100; Adobe-Japan1; CID+5179
5F36 E0100; Adobe-Japan1; CID+5180
5F37 E0100; Adobe-Japan1; CID+5181
5F38 E0100; Adobe-Japan1; CID+5182
5F38 E0101; Adobe-Japan1; CID+16484
5F3A E0100; Adobe-Japan1; CID+5183
5F3B E0100; Adobe-Japan1; CID+5184
5F3C E0100; Adobe-Japan1; CID+5185
5F3D E0100; Adobe-Japan1; CID+5186
5F3E E0100; Adobe-Japan1; CID+5187
5F3F E0100; Adobe-Japan1; CID+5188
5F40 E0100; Adobe-Japan1; CID+5189
5F41 E0100; Adobe-Japan1; CID+5190
5F44 E0100; Adobe-Japan1; CID+5191
5F45 E0100; Adobe-Japan1; CID+5192
5F45 E0101; Adobe-Japan1; CID+16485
5F47 E0100; Adobe-Japan1; CID+5193
5F48 E0100; Adobe-Japan1; CID+5194
5F4A E0100; Adobe-Japan1; CID+5195
5F4C E0100; Adobe-Japan1; CID+5196
5F4D E0100; Adobe-Japan1; CID+5197
5F4E E0100; Adobe-Japan1; CID+5198
5F50 E0100; Adobe-Japan1; CID+5199
5F50 E0101; Adobe-Japan1; CID+1099
5F51 E0100; Adobe-Japan1; CID+5200
5F53 E0100; Adobe-Japan1; CID+5201
5F54 E0100; Adobe-Japan1; CID+5202
5F56 E0100; Adobe-Japan1; CID+5203
5F57 E0100; Adobe-Japan1; CID+5204
5F58 E0100; Adobe-Japan1; CID+5205
5F59 E0100; Adobe-Japan1; CID+5206
5F5B E0100; Adobe-Japan1; CID+5207
5F5C E0100; Adobe-Japan1; CID+5208
5F5D E0100; Adobe-Japan1; CID+5209
5F60 E0100; Adobe-Japan1; CID+5210
5F61 E0100; Adobe-Japan1; CID+5211
5F62 E0100; Adobe-Japan1; CID+5212
5F62 E0101; Adobe-Japan1; CID+16069
5F63 E0100; Adobe-Japan1; CID+5213
5F64 E0100; Adobe-Japan1; CID+5214
5F65 E0100; Adobe-Japan1; CID+5215
5F66 E0100; Adobe-Japan1; CID+5216
5F67 E0100; Adobe-Japan1; CID+5217
5F69 E0100; Adobe-Japan1; CID+5218
5F69 E0101; Adobe-Japan1; CID+16486
5F6A E0100; Adobe-Japan1; CID+5219
5F6B E0100; Adobe-Japan1; CID+5220
5F6B E0101; Adobe-Japan1; CID+16070
5F6C E0100; Adobe-Japan1; CID+5221
5F6D E0100; Adobe-Japan1; CID+5222
5F6F E0100; Adobe-Japan1; CID+5223
5F70 E0100; Adobe-Japan1; CID+5224
5F71 E0100; Adobe-Japan1; CID+5225
5F72 E0100; Adobe-Japan1; CID+5226
5F73 E0100; Adobe-Japan1; CID+5227
5F74 E0100; Adobe-Japan1; CID+5228
5F75 E0100; Adobe-Japan1; CID+5229
5F77 E0100; Adobe-Japan1; CID+5230
5F78 E0100; Adobe-Japan1; CID+5231
5F79 E0100; Adobe-Japan1; CID+5232
5F7A E0100; Adobe-Japan1; CID+5233
5F7C E0100; Adobe-Japan1; CID+5234
5F7D E0100; Adobe-Japan1; CID+5235
5F7E E0100; Adobe-Japan1; CID+5236
5F7F E0100; Adobe-Japan1; CID+5237
5F80 E0100; Adobe-Japan1; CID+5238
5F80 E0101; Adobe-Japan1; CID+16487
5F81 E0100; Adobe-Japan1; CID+5239
5F82 E0100; Adobe-Japan1; CID+5240
5F83 E0100; Adobe-Japan1; CID+5241
5F84 E0100; Adobe-Japan1; CID+5242
5F85 E0100; Adobe-Japan1; CID+5243
5F87 E0100; Adobe-Japan1; CID+5244
5F88 E0100; Adobe-Japan1; CID+5245
5F89 E0100; Adobe-Japan1; CID+5246
5F8A E0100; Adobe-Japan1; CID+5247
5F8B E0100; Adobe-Japan1; CID+5248
5F8C E0100; Adobe-Japan1; CID+5249
5F8D E0100; Adobe-Japan1; CID+5250
5F8F E0100; Adobe-Japan1; CID+5251
5F90 E0100; Adobe-Japan1; CID+5252
5F91 E0100; Adobe-Japan1; CID+5253
5F92 E0100; Adobe-Japan1; CID+5254
5F93 E0100; Adobe-Japan1; CID+5255
5F96 E0100; Adobe-Japan1; CID+5256
5F97 E0100; Adobe-Japan1; CID+5257
5F98 E0100; Adobe-Japan1; CID+16134
5F98 E0101; Adobe-Japan1; CID+5258
5F99 E0100; Adobe-Japan1; CID+5259
5F9C E0100; Adobe-Japan1; CID+5260
5F9D E0100; Adobe-Japan1; CID+5261
5F9E E0100; Adobe-Japan1; CID+5262
5FA0 E0100; Adobe-Japan1; CID+5263
5FA1 E0100; Adobe-Japan1; CID+5264
5FA1 E0101; Adobe-Japan1; CID+16488
5FA2 E0100; Adobe-Japan1; CID+5265
5FA4 E0100; Adobe-Japan1; CID+5266
5FA7 E0100; Adobe-Japan1; CID+5267
5FA8 E0100; Adobe-Japan1; CID+5268
5FA9 E0100; Adobe-Japan1; CID+5269
5FAA E0100; Adobe-Japan1; CID+5270
5FAB E0100; Adobe-Japan1; CID+5271
5FAC E0100; Adobe-Japan1; CID+5272
5FAD E0100; Adobe-Japan1; CID+5273
5FAE E0100; Adobe-Japan1; CID+5274
5FAE E0101; Adobe-Japan1; CID+16489
5FAF E0100; Adobe-Japan1; CID+5275
5FB0 E0100; Adobe-Japan1; CID+5276
5FB1 E0100; Adobe-Japan1; CID+5277
5FB3 E0100; Adobe-Japan1; CID+5278
5FB4 E0100; Adobe-Japan1; CID+5279
5FB5 E0100; Adobe-Japan1; CID+5280
5FB5 E0101; Adobe-Japan1; CID+16490
5FB7 E0100; Adobe-Japan1; CID+5281
5FB8 E0100; Adobe-Japan1; CID+5282
5FB9 E0100; Adobe-Japan1; CID+5283
5FBC E0100; Adobe-Japan1; CID+5284
5FBD E0100; Adobe-Japan1; CID+16135
5FBD E0101; Adobe-Japan1; CID+5285
5FC3 E0100; Adobe-Japan1; CID+5286
5FC4 E0100; Adobe-Japan1; CID+5287
5FC5 E0100; Adobe-Japan1; CID+5288
5FC7 E0100; Adobe-Japan1; CID+5289
5FC8 E0100; Adobe-Japan1; CID+5290
5FC9 E0100; Adobe-Japan1; CID+5291
5FCB E0100; Adobe-Japan1; CID+5292
5FCC E0100; Adobe-Japan1; CID+5293
5FCD E0100; Adobe-Japan1; CID+5294
5FCD E0101; Adobe-Japan1; CID+16491
5FD0 E0100; Adobe-Japan1; CID+5295
5FD1 E0100; Adobe-Japan1; CID+5296
5FD2 E0100; Adobe-Japan1; CID+5297
5FD3 E0100; Adobe-Japan1; CID+5298
5FD4 E0100; Adobe-Japan1; CID+5299
5FD6 E0100; Adobe-Japan1; CID+5300
5FD7 E0100; Adobe-Japan1; CID+5301
5FD8 E0100; Adobe-Japan1; CID+5302
5FD8 E0101; Adobe-Japan1; CID+16492
5FD9 E0100; Adobe-Japan1; CID+5303
5FD9 E0101; Adobe-Japan1; CID+16493
5FDC E0100; Adobe-Japan1; CID+5304
5FDD E0100; Adobe-Japan1; CID+5305
5FDD E0101; Adobe-Japan1; CID+16494
5FDE E0100; Adobe-Japan1; CID+5306
5FE0 E0100; Adobe-Japan1; CID+5307
5FE1 E0100; Adobe-Japan1; CID+5308
5FE2 E0100; Adobe-Japan1; CID+5309
5FE4 E0100; Adobe-Japan1; CID+5310
5FE8 E0100; Adobe-Japan1; CID+5311
5FE9 E0100; Adobe-Japan1; CID+5312
5FEA E0100; Adobe-Japan1; CID+5313
5FEB E0100; Adobe-Japan1; CID+5314
5FEC E0100; Adobe-Japan1; CID+5315
5FED E0100; Adobe-Japan1; CID+5316
5FEE E0100; Adobe-Japan1; CID+5317
5FEF E0100; Adobe-Japan1; CID+5318
5FF0 E0100; Adobe-Japan1; CID+5319
5FF1 E0100; Adobe-Japan1; CID+5320
5FF2 E0100; Adobe-Japan1; CID+5321
5FF3 E0100; Adobe-Japan1; CID+5322
5FF5 E0100; Adobe-Japan1; CID+5323
5FF6 E0100; Adobe-Japan1; CID+5324
5FF8 E0100; Adobe-Japan1; CID+5325
5FFA E0100; Adobe-Japan1; CID+5326
5FFB E0100; Adobe-Japan1; CID+5327
5FFC E0100; Adobe-Japan1; CID+5328
5FFD E0100; Adobe-Japan1; CID+5329
5FFF E0100; Adobe-Japan1; CID+5330
6007 E0100; Adobe-Japan1; CID+5331
600A E0100; Adobe-Japan1; CID+5332
600D E0100; Adobe-Japan1; CID+5333
600E E0100; Adobe-Japan1; CID+5334
600F E0100; Adobe-Japan1; CID+5335
6010 E0100; Adobe-Japan1; CID+5336
6012 E0100; Adobe-Japan1; CID+5337
6013 E0100; Adobe-Japan1; CID+5338
6014 E0100; Adobe-Japan1; CID+5339
6015 E0100; Adobe-Japan1; CID+5340
6016 E0100; Adobe-Japan1; CID+5341
6017 E0100; Adobe-Japan1; CID+5342
6018 E0100; Adobe-Japan1; CID+5343
6019 E0100; Adobe-Japan1; CID+5344
601A E0100; Adobe-Japan1; CID+5345
601B E0100; Adobe-Japan1; CID+5346
601C E0100; Adobe-Japan1; CID+5347
601D E0100; Adobe-Japan1; CID+5348
601F E0100; Adobe-Japan1; CID+5349
6020 E0100; Adobe-Japan1; CID+5350
6021 E0100; Adobe-Japan1; CID+5351
6022 E0100; Adobe-Japan1; CID+5352
6024 E0100; Adobe-Japan1; CID+5353
6025 E0100; Adobe-Japan1; CID+5354
6025 E0101; Adobe-Japan1; CID+16495
6026 E0100; Adobe-Japan1; CID+5355
6027 E0100; Adobe-Japan1; CID+5356
6028 E0100; Adobe-Japan1; CID+5357
6029 E0100; Adobe-Japan1; CID+5358
602A E0100; Adobe-Japan1; CID+5359
602B E0100; Adobe-Japan1; CID+5360
602D E0100; Adobe-Japan1; CID+5361
602F E0100; Adobe-Japan1; CID+5362
6031 E0100; Adobe-Japan1; CID+5363
6033 E0100; Adobe-Japan1; CID+5364
6035 E0100; Adobe-Japan1; CID+5365
603A E0100; Adobe-Japan1; CID+5366
6040 E0100; Adobe-Japan1; CID+5367
6041 E0100; Adobe-Japan1; CID+5368
6042 E0100; Adobe-Japan1; CID+5369
6043 E0100; Adobe-Japan1; CID+5370
6046 E0100; Adobe-Japan1; CID+5371
6047 E0100; Adobe-Japan1; CID+5372
6048 E0100; Adobe-Japan1; CID+5373
6049 E0100; Adobe-Japan1; CID+5374
604A E0100; Adobe-Japan1; CID+5375
604B E0100; Adobe-Japan1; CID+5376
604C E0100; Adobe-Japan1; CID+5377
604D E0100; Adobe-Japan1; CID+5378
6050 E0100; Adobe-Japan1; CID+5379
6050 E0101; Adobe-Japan1; CID+16496
6051 E0100; Adobe-Japan1; CID+5380
6052 E0100; Adobe-Japan1; CID+5381
6054 E0100; Adobe-Japan1; CID+5382
6055 E0100; Adobe-Japan1; CID+5383
6056 E0100; Adobe-Japan1; CID+5384
6057 E0100; Adobe-Japan1; CID+5385
6059 E0100; Adobe-Japan1; CID+5386
605A E0100; Adobe-Japan1; CID+5387
605D E0100; Adobe-Japan1; CID+5388
605F E0100; Adobe-Japan1; CID+5389
6060 E0100; Adobe-Japan1; CID+5390
6061 E0100; Adobe-Japan1; CID+5391
6062 E0100; Adobe-Japan1; CID+16136
6062 E0101; Adobe-Japan1; CID+16497
6062 E0102; Adobe-Japan1; CID+5392
6063 E0100; Adobe-Japan1; CID+5393
6064 E0100; Adobe-Japan1; CID+5394
6065 E0100; Adobe-Japan1; CID+5395
6065 E0101; Adobe-Japan1; CID+16498
6067 E0100; Adobe-Japan1; CID+5396
6068 E0100; Adobe-Japan1; CID+5397
6069 E0100; Adobe-Japan1; CID+5398
606A E0100; Adobe-Japan1; CID+5399
606B E0100; Adobe-Japan1; CID+5400
606C E0100; Adobe-Japan1; CID+5401
606D E0100; Adobe-Japan1; CID+5402
606F E0100; Adobe-Japan1; CID+5403
6070 E0100; Adobe-Japan1; CID+5404
6071 E0100; Adobe-Japan1; CID+5405
6075 E0100; Adobe-Japan1; CID+5406
6075 E0101; Adobe-Japan1; CID+15186
6077 E0100; Adobe-Japan1; CID+5407
607E E0100; Adobe-Japan1; CID+5408
607F E0100; Adobe-Japan1; CID+5409
6081 E0100; Adobe-Japan1; CID+5410
6082 E0100; Adobe-Japan1; CID+5411
6083 E0100; Adobe-Japan1; CID+5412
6084 E0100; Adobe-Japan1; CID+5413
6085 E0100; Adobe-Japan1; CID+5414
6086 E0100; Adobe-Japan1; CID+5415
6088 E0100; Adobe-Japan1; CID+5416
6089 E0100; Adobe-Japan1; CID+5417
608A E0100; Adobe-Japan1; CID+5418
608B E0100; Adobe-Japan1; CID+5419
608C E0100; Adobe-Japan1; CID+5420
608D E0100; Adobe-Japan1; CID+5421
608E E0100; Adobe-Japan1; CID+5422
6091 E0100; Adobe-Japan1; CID+5423
6092 E0100; Adobe-Japan1; CID+5424
6093 E0100; Adobe-Japan1; CID+5425
6094 E0100; Adobe-Japan1; CID+15140
6094 E0101; Adobe-Japan1; CID+5426
6095 E0100; Adobe-Japan1; CID+5427
6096 E0100; Adobe-Japan1; CID+5428
6097 E0100; Adobe-Japan1; CID+5429
6097 E0101; Adobe-Japan1; CID+16499
6097 E0102; Adobe-Japan1; CID+16500
6098 E0100; Adobe-Japan1; CID+5430
609A E0100; Adobe-Japan1; CID+5431
609B E0100; Adobe-Japan1; CID+5432
609D E0100; Adobe-Japan1; CID+5433
609E E0100; Adobe-Japan1; CID+16137
609E E0101; Adobe-Japan1; CID+5434
609F E0100; Adobe-Japan1; CID+5435
60A0 E0100; Adobe-Japan1; CID+5436
60A2 E0100; Adobe-Japan1; CID+5437
60A3 E0100; Adobe-Japan1; CID+5438
60A4 E0100; Adobe-Japan1; CID+5439
60A4 E0101; Adobe-Japan1; CID+16501
60A5 E0100; Adobe-Japan1; CID+5440
60A6 E0100; Adobe-Japan1; CID+5441
60A7 E0100; Adobe-Japan1; CID+5442
60A8 E0100; Adobe-Japan1; CID+5443
60A9 E0100; Adobe-Japan1; CID+5444
60AA E0100; Adobe-Japan1; CID+5445
60B0 E0100; Adobe-Japan1; CID+5446
60B1 E0100; Adobe-Japan1; CID+5447
60B2 E0100; Adobe-Japan1; CID+5448
60B2 E0101; Adobe-Japan1; CID+16502
60B3 E0100; Adobe-Japan1; CID+5449
60B4 E0100; Adobe-Japan1; CID+5450
60B5 E0100; Adobe-Japan1; CID+5451
60B6 E0100; Adobe-Japan1; CID+5452
60B7 E0100; Adobe-Japan1; CID+5453
60B8 E0100; Adobe-Japan1; CID+5454
60BB E0100; Adobe-Japan1; CID+5455
60BC E0100; Adobe-Japan1; CID+5456
60BD E0100; Adobe-Japan1; CID+5457
60BE E0100; Adobe-Japan1; CID+5458
60C2 E0100; Adobe-Japan1; CID+5459
60C4 E0100; Adobe-Japan1; CID+5460
60C5 E0100; Adobe-Japan1; CID+5461
60C5 E0101; Adobe-Japan1; CID+16503
60C6 E0100; Adobe-Japan1; CID+5462
60C7 E0100; Adobe-Japan1; CID+5463
60C8 E0100; Adobe-Japan1; CID+5464
60C9 E0100; Adobe-Japan1; CID+5465
60CA E0100; Adobe-Japan1; CID+5466
60CB E0100; Adobe-Japan1; CID+5467
60CE E0100; Adobe-Japan1; CID+5468
60CF E0100; Adobe-Japan1; CID+5469
60D1 E0100; Adobe-Japan1; CID+5470
60D3 E0100; Adobe-Japan1; CID+5471
60D4 E0100; Adobe-Japan1; CID+5472
60D5 E0100; Adobe-Japan1; CID+5473
60D8 E0100; Adobe-Japan1; CID+5474
60D8 E0101; Adobe-Japan1; CID+16504
60D9 E0100; Adobe-Japan1; CID+5475
60DA E0100; Adobe-Japan1; CID+5476
60DB E0100; Adobe-Japan1; CID+5477
60DC E0100; Adobe-Japan1; CID+5478
60DD E0100; Adobe-Japan1; CID+5479
60DE E0100; Adobe-Japan1; CID+5480
60DF E0100; Adobe-Japan1; CID+5481
60E0 E0100; Adobe-Japan1; CID+5482
60E1 E0100; Adobe-Japan1; CID+5483
60E2 E0100; Adobe-Japan1; CID+5484
60E3 E0100; Adobe-Japan1; CID+5485
60E5 E0100; Adobe-Japan1; CID+5486
60E7 E0100; Adobe-Japan1; CID+5487
60E8 E0100; Adobe-Japan1; CID+5488
60EE E0100; Adobe-Japan1; CID+5489
60F0 E0100; Adobe-Japan1; CID+5490
60F1 E0100; Adobe-Japan1; CID+5491
60F2 E0100; Adobe-Japan1; CID+5492
60F3 E0100; Adobe-Japan1; CID+5493
60F4 E0100; Adobe-Japan1; CID+5494
60F5 E0100; Adobe-Japan1; CID+5495
60F6 E0100; Adobe-Japan1; CID+5496
60F7 E0100; Adobe-Japan1; CID+5497
60F8 E0100; Adobe-Japan1; CID+5498
60F9 E0100; Adobe-Japan1; CID+5499
60FA E0100; Adobe-Japan1; CID+5500
60FB E0100; Adobe-Japan1; CID+5501
60FC E0100; Adobe-Japan1; CID+5502
60FD E0100; Adobe-Japan1; CID+5503
6100 E0100; Adobe-Japan1; CID+5504
6101 E0100; Adobe-Japan1; CID+5505
6102 E0100; Adobe-Japan1; CID+5506
6103 E0100; Adobe-Japan1; CID+5507
6106 E0100; Adobe-Japan1; CID+5508
6107 E0100; Adobe-Japan1; CID+5509
6108 E0100; Adobe-Japan1; CID+16138
6108 E0101; Adobe-Japan1; CID+5510
6109 E0100; Adobe-Japan1; CID+5511
6109 E0101; Adobe-Japan1; CID+16505
610A E0100; Adobe-Japan1; CID+5512
610C E0100; Adobe-Japan1; CID+5513
610D E0100; Adobe-Japan1; CID+5514
610E E0100; Adobe-Japan1; CID+5515
610F E0100; Adobe-Japan1; CID+5516
610F E0101; Adobe-Japan1; CID+16506
6110 E0100; Adobe-Japan1; CID+5517
6111 E0100; Adobe-Japan1; CID+5518
6112 E0100; Adobe-Japan1; CID+5519
6113 E0100; Adobe-Japan1; CID+5520
6114 E0100; Adobe-Japan1; CID+5521
6115 E0100; Adobe-Japan1; CID+5522
6116 E0100; Adobe-Japan1; CID+5523
6117 E0100; Adobe-Japan1; CID+5524
6119 E0100; Adobe-Japan1; CID+5525
611A E0100; Adobe-Japan1; CID+5526
611B E0100; Adobe-Japan1; CID+5527
611C E0100; Adobe-Japan1; CID+5528
611E E0100; Adobe-Japan1; CID+5529
611F E0100; Adobe-Japan1; CID+5530
6120 E0100; Adobe-Japan1; CID+5531
6121 E0100; Adobe-Japan1; CID+5532
6122 E0100; Adobe-Japan1; CID+5533
6127 E0100; Adobe-Japan1; CID+5534
6128 E0100; Adobe-Japan1; CID+5535
612A E0100; Adobe-Japan1; CID+5536
612B E0100; Adobe-Japan1; CID+5537
612C E0100; Adobe-Japan1; CID+5538
6130 E0100; Adobe-Japan1; CID+5539
6131 E0100; Adobe-Japan1; CID+5540
6134 E0100; Adobe-Japan1; CID+5541
6135 E0100; Adobe-Japan1; CID+5542
6136 E0100; Adobe-Japan1; CID+5543
6137 E0100; Adobe-Japan1; CID+5544
6139 E0100; Adobe-Japan1; CID+5545
613A E0100; Adobe-Japan1; CID+5546
613C E0100; Adobe-Japan1; CID+5547
613D E0100; Adobe-Japan1; CID+5548
613D E0101; Adobe-Japan1; CID+16507
613E E0100; Adobe-Japan1; CID+5549
613F E0100; Adobe-Japan1; CID+5550
6141 E0100; Adobe-Japan1; CID+5551
6142 E0100; Adobe-Japan1; CID+5552
6144 E0100; Adobe-Japan1; CID+5553
6145 E0100; Adobe-Japan1; CID+5554
6146 E0100; Adobe-Japan1; CID+5555
6147 E0100; Adobe-Japan1; CID+5556
6148 E0100; Adobe-Japan1; CID+5557
6148 E0101; Adobe-Japan1; CID+16071
6149 E0100; Adobe-Japan1; CID+5558
614A E0100; Adobe-Japan1; CID+5559
614B E0100; Adobe-Japan1; CID+5560
614C E0100; Adobe-Japan1; CID+5561
614C E0101; Adobe-Japan1; CID+16508
614D E0100; Adobe-Japan1; CID+5562
614E E0100; Adobe-Japan1; CID+5563
614E E0101; Adobe-Japan1; CID+16509
6153 E0100; Adobe-Japan1; CID+5564
6155 E0100; Adobe-Japan1; CID+5565
6158 E0100; Adobe-Japan1; CID+5566
6159 E0100; Adobe-Japan1; CID+5567
615A E0100; Adobe-Japan1; CID+5568
615D E0100; Adobe-Japan1; CID+5569
615E E0100; Adobe-Japan1; CID+5570
615F E0100; Adobe-Japan1; CID+5571
6160 E0100; Adobe-Japan1; CID+5572
6162 E0100; Adobe-Japan1; CID+5573
6162 E0101; Adobe-Japan1; CID+16510
6163 E0100; Adobe-Japan1; CID+5574
6164 E0100; Adobe-Japan1; CID+5575
6165 E0100; Adobe-Japan1; CID+5576
6167 E0100; Adobe-Japan1; CID+5577
6167 E0101; Adobe-Japan1; CID+16511
6167 E0102; Adobe-Japan1; CID+16512
6168 E0100; Adobe-Japan1; CID+5578
6168 E0101; Adobe-Japan1; CID+15141
6168 E0102; Adobe-Japan1; CID+16513
6168 E0103; Adobe-Japan1; CID+16514
6168 E0104; Adobe-Japan1; CID+16515
6168 E0105; Adobe-Japan1; CID+16516
616B E0100; Adobe-Japan1; CID+5579
616C E0100; Adobe-Japan1; CID+5580
616E E0100; Adobe-Japan1; CID+5581
616F E0100; Adobe-Japan1; CID+5582
6170 E0100; Adobe-Japan1; CID+5583
6171 E0100; Adobe-Japan1; CID+5584
6172 E0100; Adobe-Japan1; CID+5585
6173 E0100; Adobe-Japan1; CID+5586
6174 E0100; Adobe-Japan1; CID+5587
6175 E0100; Adobe-Japan1; CID+5588
6176 E0100; Adobe-Japan1; CID+5589
6177 E0100; Adobe-Japan1; CID+5590
6178 E0100; Adobe-Japan1; CID+5591
617B E0100; Adobe-Japan1; CID+5592
617C E0100; Adobe-Japan1; CID+5593
617D E0100; Adobe-Japan1; CID+5594
617E E0100; Adobe-Japan1; CID+5595
617F E0100; Adobe-Japan1; CID+5596
6180 E0100; Adobe-Japan1; CID+5597
6181 E0100; Adobe-Japan1; CID+5598
6182 E0100; Adobe-Japan1; CID+5599
6183 E0100; Adobe-Japan1; CID+5600
6184 E0100; Adobe-Japan1; CID+5601
6187 E0100; Adobe-Japan1; CID+5602
618A E0100; Adobe-Japan1; CID+5603
618B E0100; Adobe-Japan1; CID+5604
618D E0100; Adobe-Japan1; CID+5605
618E E0100; Adobe-Japan1; CID+15142
618E E0101; Adobe-Japan1; CID+5606
6190 E0100; Adobe-Japan1; CID+5607
6190 E0101; Adobe-Japan1; CID+16517
6191 E0100; Adobe-Japan1; CID+5608
6192 E0100; Adobe-Japan1; CID+5609
6193 E0100; Adobe-Japan1; CID+5610
6194 E0100; Adobe-Japan1; CID+5611
6196 E0100; Adobe-Japan1; CID+5612
6197 E0100; Adobe-Japan1; CID+5613
6198 E0100; Adobe-Japan1; CID+5614
6199 E0100; Adobe-Japan1; CID+5615
619A E0100; Adobe-Japan1; CID+5616
619C E0100; Adobe-Japan1; CID+5617
619D E0100; Adobe-Japan1; CID+5618
619F E0100; Adobe-Japan1; CID+5619
61A0 E0100; Adobe-Japan1; CID+5620
61A4 E0100; Adobe-Japan1; CID+5621
61A4 E0101; Adobe-Japan1; CID+16518
61A5 E0100; Adobe-Japan1; CID+5622
61A7 E0100; Adobe-Japan1; CID+5623
61A8 E0100; Adobe-Japan1; CID+5624
61A9 E0100; Adobe-Japan1; CID+5625
61AA E0100; Adobe-Japan1; CID+5626
61AB E0100; Adobe-Japan1; CID+5627
61AC E0100; Adobe-Japan1; CID+5628
61AD E0100; Adobe-Japan1; CID+5629
61AE E0100; Adobe-Japan1; CID+5630
61B2 E0100; Adobe-Japan1; CID+5631
61B2 E0101; Adobe-Japan1; CID+16072
61B2 E0102; Adobe-Japan1; CID+16519
61B6 E0100; Adobe-Japan1; CID+5632
61B8 E0100; Adobe-Japan1; CID+5633
61B9 E0100; Adobe-Japan1; CID+5634
61BA E0100; Adobe-Japan1; CID+5635
61BC E0100; Adobe-Japan1; CID+5636
61BE E0100; Adobe-Japan1; CID+5637
61C0 E0100; Adobe-Japan1; CID+5638
61C1 E0100; Adobe-Japan1; CID+5639
61C2 E0100; Adobe-Japan1; CID+5640
61C3 E0100; Adobe-Japan1; CID+5641
61C6 E0100; Adobe-Japan1; CID+5642
61C7 E0100; Adobe-Japan1; CID+5643
61C8 E0100; Adobe-Japan1; CID+5644
61C9 E0100; Adobe-Japan1; CID+5645
61CA E0100; Adobe-Japan1; CID+5646
61CB E0100; Adobe-Japan1; CID+5647
61CC E0100; Adobe-Japan1; CID+5648
61CD E0100; Adobe-Japan1; CID+5649
61CE E0100; Adobe-Japan1; CID+5650
61CF E0100; Adobe-Japan1; CID+5651
61D0 E0100; Adobe-Japan1; CID+5652
61D5 E0100; Adobe-Japan1; CID+5653
61DC E0100; Adobe-Japan1; CID+5654
61DD E0100; Adobe-Japan1; CID+5655
61DE E0100; Adobe-Japan1; CID+5656
61DF E0100; Adobe-Japan1; CID+5657
61E1 E0100; Adobe-Japan1; CID+5658
61E2 E0100; Adobe-Japan1; CID+5659
61E3 E0100; Adobe-Japan1; CID+5660
61E5 E0100; Adobe-Japan1; CID+5661
61E6 E0100; Adobe-Japan1; CID+5662
61E7 E0100; Adobe-Japan1; CID+5663
61E8 E0100; Adobe-Japan1; CID+5664
61E9 E0100; Adobe-Japan1; CID+5665
61EC E0100; Adobe-Japan1; CID+5666
61ED E0100; Adobe-Japan1; CID+5667
61EF E0100; Adobe-Japan1; CID+5668
61F2 E0100; Adobe-Japan1; CID+5669
61F2 E0101; Adobe-Japan1; CID+16276
61F2 E0102; Adobe-Japan1; CID+16520
61F2 E0103; Adobe-Japan1; CID+15143
61F4 E0100; Adobe-Japan1; CID+5670
61F5 E0100; Adobe-Japan1; CID+5671
61F6 E0100; Adobe-Japan1; CID+5672
61F7 E0100; Adobe-Japan1; CID+5673
61F8 E0100; Adobe-Japan1; CID+5674
61F8 E0101; Adobe-Japan1; CID+16521
61FA E0100; Adobe-Japan1; CID+5675
61FC E0100; Adobe-Japan1; CID+5676
61FD E0100; Adobe-Japan1; CID+5677
61FE E0100; Adobe-Japan1; CID+5678
61FE E0101; Adobe-Japan1; CID+16522
61FF E0100; Adobe-Japan1; CID+5679
6200 E0100; Adobe-Japan1; CID+5680
6201 E0100; Adobe-Japan1; CID+5681
6203 E0100; Adobe-Japan1; CID+5682
6204 E0100; Adobe-Japan1; CID+5683
6207 E0100; Adobe-Japan1; CID+5684
6208 E0100; Adobe-Japan1; CID+5685
6209 E0100; Adobe-Japan1; CID+5686
620A E0100; Adobe-Japan1; CID+5687
620C E0100; Adobe-Japan1; CID+5688
620D E0100; Adobe-Japan1; CID+5689
620E E0100; Adobe-Japan1; CID+5690
6210 E0100; Adobe-Japan1; CID+5691
6210 E0101; Adobe-Japan1; CID+16073
6211 E0100; Adobe-Japan1; CID+5692
6212 E0100; Adobe-Japan1; CID+5693
6213 E0100; Adobe-Japan1; CID+5694
6214 E0100; Adobe-Japan1; CID+5695
6215 E0100; Adobe-Japan1; CID+5696
6216 E0100; Adobe-Japan1; CID+5697
621A E0100; Adobe-Japan1; CID+5698
621B E0100; Adobe-Japan1; CID+5699
621C E0100; Adobe-Japan1; CID+5700
621D E0100; Adobe-Japan1; CID+5701
